BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,X_COORD,Y_COORD,GLOBALID
2014-BFN-1074787,DIA WINE & SPIRITS,4739 N YAMPA ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-11-18 00:00:00,2017-01-14 00:00:00,473220,4739 N Yampa St,,Denver,CO,,11,5,8303,3203786,1710740,{00000000-0000-0000-0000-000000000000}
2014-BFN-1071474,RODEWAY INN & SUITES/COMFORT INN,4380 N PEORIA ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-07-07 13:44:08,2017-08-06 00:00:00,169927,4380 N Peoria St,,Denver,CO,,8,5,8312,3183903,1707961,{00000000-0000-0000-0000-000000000000}
2014-BFN-0004706,THE ROYAL BURGER BAR,4000 TENNYSON STSUITE 100 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-08 12:59:29,2016-12-23 00:00:00,29044,4000 N Tennyson St,,Denver,CO,,1,1,301,3128265,1706323,{00000000-0000-0000-0000-000000000000}
2002-BFN-53654,THE CAMPUS LOUNGE,701 S UNIVERSITY BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-12-29 10:20:17,2017-01-10 00:00:00,88876,701 S University Blvd,,Denver,CO,,6,3,3402,3152062,1681677,{00000000-0000-0000-0000-000000000000}
2015-BFN-0001749,JAIME'S MEXICAN RESTAURANT,1910 S DEPEW ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-11-17 14:34:20,2017-11-30 00:00:00,59395,1910 S Depew St,,Denver,CO,,2,4,4700,3124706,1673440,{00000000-0000-0000-0000-000000000000}
2002-BFN-84831,REIVER'S RESTAURANT,1085 S GAYLORD ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-11 09:56:32,2017-06-02 00:00:00,188928,1085 S Gaylord St,,Denver,CO,,6,3,3402,3151421,1679159,{00000000-0000-0000-0000-000000000000}
2011-BFN-1055531,AXIOS,3901 N TENNYSON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-14 10:59:52,2017-10-12 00:00:00,28419,3901 N Tennyson St,,Denver,CO,,1,1,301,3128114,1706132,{00000000-0000-0000-0000-000000000000}
2004-BFN-1008322,STAR THAI 2,945 S FEDERAL BLVDUNIT E ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-06-13 09:43:37,2017-07-11 00:00:00,270112,945 S Federal Blvd Unit E,,Denver,CO,,3,4,4502,3133527,1680026,{00000000-0000-0000-0000-000000000000}
2012-BFN-1060310,PINEY LIQUORS,5135 N CHAMBERS RD UNIT F ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-10-27 15:23:01,2016-12-13 00:00:00,363027,5135 N Chambers Rd Unit F,,Denver,CO,,11,5,8311,3193411.24,1711462.54,{00000000-0000-0000-0000-000000000000}
2007-BFN-1030195,7-ELEVEN STORE 39062A,3190 W 38TH AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-02-02 11:06:05,2017-03-02 00:00:00,46161,3190 W 38th Ave,,Denver,CO,,1,1,303,3132215,1705380,{00000000-0000-0000-0000-000000000000}
2001-BFN-81129,CROWN LANES,2325 S FEDERAL BLVD,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-08-29 14:30:28,2017-09-17 00:00:00,117159,2325 S Federal Blvd,,Denver,CO,,2,4,4603,3133083,1670779,{00000000-0000-0000-0000-000000000000}
2001-BFN-53751,WHITE HORSE BAR INC,5130 W ALAMEDA AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-09 16:02:38,2017-10-13 00:00:00,96457,5130 W Alameda Ave,,Denver,CO,,3,4,4501,3125918,1684140,{00000000-0000-0000-0000-000000000000}
2013-BFN-1065520,WATERING BOWL,5411 LEETSDALE DR,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-07 09:40:56,2017-06-19 00:00:00,136474,5411 Leetsdale Dr,,Denver,CO,,5,3,4900,3161965,1683282,{00000000-0000-0000-0000-000000000000}
2013-BFN-1069578,CHARCOAL BISTRO,1028 S GAYLORD ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-11 10:01:14,2016-12-23 00:00:00,89549,1028 S Gaylord St,,Denver,CO,,6,3,3402,3151551,1679516,{00000000-0000-0000-0000-000000000000}
2006-BFN-1021689,L&C LIQUORS,8100 W CRESTLINE AVEUNIT A-18 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-10-17 12:35:36,2017-11-19 00:00:00,264317,8100 W Crestline Ave Unit A18,,Denver,CO,,2,4,12010,3115317,1650209,{00000000-0000-0000-0000-000000000000}
2010-BFN-1046329,ERITREAN COMMUNITY IN COLORADO,6677 LEETSDALE DR,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2016-10-11 07:51:48,2017-11-16 00:00:00,136301,6677 Leetsdale Dr,,Denver,CO,,5,3,5002,3165846,1681180,{00000000-0000-0000-0000-000000000000}
2006-BFN-1024499,PT'S SHOWCLUB,1601 W EVANS AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-01-27 12:46:30,2017-03-01 00:00:00,176850,1601 W Evans Ave,,Denver,CO,,7,4,5400,3138823,1672511,{00000000-0000-0000-0000-000000000000}
2002-BFN-62952,SUSHI DEN/IZAKAYA DEN,1487 S PEARL ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-07 13:58:12,2017-08-02 00:00:00,104509,1487 S Pearl St,,Denver,CO,,7,3,3001,3146175,1676468,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074747,ZEST CAFE,2740 S WADSWORTH BLVDUNIT A&B ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-02-17 16:06:02,2017-03-24 00:00:00,175960,2740 S Wadsworth Blvd #A,,Denver,CO,,2,4,11903,3117962,1668012,{00000000-0000-0000-0000-000000000000}
2015-BFN-0004918,MAS KAOS,4528 N TENNYSON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-26 13:36:39,2017-03-20 00:00:00,487560,4528 N Tennyson St,,Denver,CO,,1,1,102,3128219,1708900,{00000000-0000-0000-0000-000000000000}
2014-BFN-1073949,I MADE IT,617 22ND ST,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-10-18 09:24:00,2017-10-29 00:00:00,375919,617 22nd St,,Denver,CO,,9,6,2403,3144993,1698660,{00000000-0000-0000-0000-000000000000}
2010-BFN-1048342,7-ELEVEN STORE #34534A,6201 E 14TH AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-09-26 00:00:00,2017-08-24 00:00:00,126658,6201 E 14th Ave,,Denver,CO,,5,2,4304,3164240,1694508,{00000000-0000-0000-0000-000000000000}
2011-BFN-1053279,CAFE PURE,1380 17TH ST,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-07-19 09:05:48,2017-08-23 00:00:00,376288,1380 17th St,,Denver,CO,,9,6,1701,3141409,1698688,{00000000-0000-0000-0000-000000000000}
2012-BFN-1061908,SYRUP DOWNTOWN,999 18TH STSUITE 105 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-12-10 10:50:27,2016-12-11 00:00:00,55115,999 18th St,,Denver,CO,,9,6,1702,3143027,1698178,{00000000-0000-0000-0000-000000000000}
2015-BFN-0001425,NOVO COFFEE,1700 E 6TH ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-06-15 13:58:31,2017-07-20 00:00:00,81682,1700 E 6th Ave,,Denver,CO,,10,3,3203,3149924,1689569,{00000000-0000-0000-0000-000000000000}
2013-BFN-1068283,FIVE ON BLACK,1617 CALIFORNIA STUNIT 101 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-08-18 00:00:00,2017-07-26 00:00:00,349502,1617 California St Unit A,,Denver,CO,,9,6,1702,3142841,1696898,{00000000-0000-0000-0000-000000000000}
2011-BFN-1055378,DENVER PAVILIONS STADIUM 15,500 16TH STUNIT 310 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-04-28 15:33:06,2016-12-16 00:00:00,264539,500 16th St Unit 310,,Denver,CO,,9,6,1702,3143046,1696397,{00000000-0000-0000-0000-000000000000}
2007-BFN-1028851,WINGSTOP ON 20TH AVENUE,757 E 20TH AVESUITE 400 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-03-16 10:28:29,2017-02-14 00:00:00,264046,757 E 20th Ave Unit 200,,Denver,CO,,9,6,2402,3146910,1697792,{00000000-0000-0000-0000-000000000000}
2015-BFN-0006285,TRADER JOE'S COMPANY DBA TRADER JOE'S #310,790 N COLORADO BLVD,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-09-22 00:00:00,2016-09-22 00:00:00,391643,790 N Colorado Blvd,,Denver,CO,,5,2,4301,3157388,1690911,{00000000-0000-0000-0000-000000000000}
2002-BFN-12010,LAKE STEAM BATHS,3540 W COLFAX AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-05-23 13:26:39,2017-05-21 00:00:00,246501,3540 W Colfax Ave,,Denver,CO,,3,1,702,3130977,1694845,{00000000-0000-0000-0000-000000000000}
2013-BFN-1069498,UPTOWN WINES BEER & SPIRITS,1936 PENNSYLVANIA ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-05-10 14:17:02,2017-06-09 00:00:00,166504,1936 N Pennsylvania St,,Denver,CO,,10,6,2602,3146086,1697343,{00000000-0000-0000-0000-000000000000}
2011-BFN-1053807,AXUM RESTAURANT,5501 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-29 16:09:37,2017-09-22 00:00:00,19427,5501 E Colfax Ave,,Denver,CO,,8,2,4201,3162240,1695099,{00000000-0000-0000-0000-000000000000}
2001-BFN-5052,PLAZA DE SANTA FE LIQUORS,1355 SANTA FE DR,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-11-22 07:01:44,2017-11-20 00:00:00,,,,,,,3,1,1800,3140863,1693949,{00000000-0000-0000-0000-000000000000}
2008-BFN-1037468,TONY'S MARKET,950 N BROADWAY ,LIQUOR - BEER & WINE AND CABARET,LICENSE ISSUED - ACTIVE,2015-12-31 10:04:46,2017-01-13 00:00:00,172575,950 N Broadway,,Denver,CO,,10,6,2702,3144279,1691685,{00000000-0000-0000-0000-000000000000}
2013-BFN-1069173,TRADER JOE'S #302,661 N LOGAN ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2015-12-21 10:42:25,2016-12-16 00:00:00,460324,661 N Logan St,,Denver,CO,,10,3,2801,3145547,1690020,{00000000-0000-0000-0000-000000000000}
2008-BFN-1031327,STEVE'S SNAPPIN' DOGS,3525 E COLFAX AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-03-07 15:40:16,2017-04-16 00:00:00,58830,3525 E Colfax Ave,,Denver,CO,,9,2,3701,3155890,1695040,{00000000-0000-0000-0000-000000000000}
2013-BFN-1065081,PIZZERIA LOCALE,550 BROADWAY UNIT C ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-04-19 15:36:30,2017-05-22 00:00:00,270051,550 N Broadway Unit C,,Denver,CO,,7,3,2802,3144272,1689454,{00000000-0000-0000-0000-000000000000}
2015-BFN-0003428,HUMBLE PIE STORE,3550 E COLFAX AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-07-19 09:33:46,2017-08-27 00:00:00,486549,3550 E Colfax Ave,,Denver,CO,,10,2,3703,3155939,1694899,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074796,SWEET LIFE NAIL BAR AND LOUNGE,2373 CENTRAL PARK  105 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-01-12 14:50:15,2017-01-13 00:00:00,231067,2373 N Central Park Blvd Unit 105,,Denver,CO,,8,5,4105,3171548,1699123,{00000000-0000-0000-0000-000000000000}
2015-BFN-0002959,STARBUCKS 5640,303 16TH  100 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-07-19 08:19:14,2017-08-03 00:00:00,361519,303 16th St Ste 100,,Denver,CO,,9,6,1702,3143761,1695851,{00000000-0000-0000-0000-000000000000}
2006-BFN-1024510,PAUL'S LIQUOR,1131 E COLFAX AVE,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-02-26 16:05:06,2017-04-05 00:00:00,261948,1131 E Colfax Ave,,Denver,CO,,9,6,3102,3148313,1694957,{00000000-0000-0000-0000-000000000000}
2012-BFN-1059380,SPRING HILL SUITES @ METRO STATE,1190 AURARIA PKWY,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-06-15 14:07:51,2017-07-23 00:00:00,375802,1190 Auraria Pkwy,,Denver,CO,,9,1,1900,3139429,1697493,{00000000-0000-0000-0000-000000000000}
2011-BFN-1051590,COOK'S FRESH MARKET,1600 GLENARM PLSUITE 120 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-02 09:54:07,2017-03-20 00:00:00,359238,1600 Glenarm Pl Ste 120,,Denver,CO,,9,6,1702,3143476,1696290,{00000000-0000-0000-0000-000000000000}
2015-BFN-0001018,LITTLE RAVEN BISTRO,1590 LITTLE RAVEN ST 170 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-14 15:38:33,2017-08-03 00:00:00,161086,1590 Little Raven St,,Denver,CO,,9,6,1701,3139152,1700006,{00000000-0000-0000-0000-000000000000}
2008-BFN-1036963,THE FAINTING GOAT,846 BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-18 13:32:34,2017-03-26 00:00:00,68288,846 N Broadway,,Denver,CO,,10,6,2702,3144281,1691178,{00000000-0000-0000-0000-000000000000}
2013-BFN-1068191,SOKO,1600 CHAMPA STSUITE 110 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-05 13:39:39,2017-05-08 00:00:00,456340,1600 Champa St Ste 110,,Denver,CO,,9,6,1702,3142409,1697205,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067506,MY GOODS MARKET #6499,1501 COLORADO BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-09-28 09:08:43,2017-11-29 00:00:00,58914,1501 N Colorado Blvd,,Denver,CO,,9,2,3701,3157178,1695107,{00000000-0000-0000-0000-000000000000}
2013-BFN-1064197,COFFEE AT THE POINT,710 E 26TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-29 12:04:16,2017-04-29 00:00:00,168559,710 E 26th Ave,,Denver,CO,,9,2,2402,3146774,1700133,{00000000-0000-0000-0000-000000000000}
2013-BFN-1066924,DESMOND BAR AND GRILL,2230 N ONEIDA ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2015-01-22 14:17:07,2017-02-22 00:00:00,19946,2230 N Oneida St,,Denver,CO,,8,2,4202,3166516,1698749,{00000000-0000-0000-0000-000000000000}
2011-BFN-1052735,TACOS BORRACHOS,1514 YORK ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-11 09:40:18,2017-06-12 00:00:00,376741,1514 N York St,,Denver,CO,,9,2,3701,3151971,1695018,{00000000-0000-0000-0000-000000000000}
2002-BFN-48864,CHEF ZORBAS CUISINE,2626 E 12TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-05 12:40:37,2017-04-08 00:00:00,176830,2626 E 12th Ave,,Denver,CO,,10,2,3702,3153146,1693025,{00000000-0000-0000-0000-000000000000}
2013-BFN-1070334,DADA ART BAR,2470 BROADWAY  UNIT 103 ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-16 08:25:24,2017-04-13 00:00:00,452192,2470 N Broadway Unit 103,,Denver,CO,,9,6,1600,3144240,1701266,{00000000-0000-0000-0000-000000000000}
2001-BFN-70118,LA PASADITA INN MEXICAN RESTAURANT,1959 PARK AVESUITE A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-02 07:29:58,2017-10-01 00:00:00,,,,,,,9,6,2402,3146862,1697523,{00000000-0000-0000-0000-000000000000}
2012-BFN-1058080,BERKELEY INN,3834 TENNYSON ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-04 14:15:38,2017-04-12 00:00:00,246407,3834 N Tennyson St,,Denver,CO,,1,1,301,3128213,1705695,{00000000-0000-0000-0000-000000000000}
2016-BFN-0000295,RO-JO'S,8101 E BELLEVIEW AVEUNIT Q ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-07 08:52:10,2017-03-28 00:00:00,264065,8101 E Belleview Ave Unit Q,,Denver,CO,,4,3,6804,3170987,1653433,{00000000-0000-0000-0000-000000000000}
2016-BFN-0005415,ACES HIGH SPIRITS LLC DBA ACES HIGH SPIRITS,8763 E NORTHFIELD BLVD,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-08-22 00:00:00,2017-08-22 00:00:00,495140,8763 E Northfield Blvd,,Denver,CO,,8,5,4105,3172413,1711743,{00000000-0000-0000-0000-000000000000}
2015-BFN-0004523,RINO FINE WINE & SPIRITS,3083 BRIGHTON ,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-09-20 10:06:15,2017-10-06 00:00:00,175561,3083 N Brighton Blvd,,Denver,CO,,9,6,1600,3144900,1704501,{00000000-0000-0000-0000-000000000000}
2013-BFN-1065180,FEDERAL BAR & GRILL,2544 FEDERAL BLVD,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-07-28 15:12:58,2017-07-21 00:00:00,246303,2544 N Federal Blvd,,Denver,CO,,1,1,600,3133562,1700053,{00000000-0000-0000-0000-000000000000}
2005-BFN-1017496,MONDO VINO,3601 W 32ND AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2007-04-23 00:00:00,2014-10-20 00:00:00,,,,,,,1,1,303,3130741,1702907,{00000000-0000-0000-0000-000000000000}
2016-BFN-0000699,"CHE POCHO, INC.",8555 W BELLEVIEW AVEUNIT A03 ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-02-16 00:00:00,2017-02-16 00:00:00,270011,8555 W Belleview Ave Unit A03,,Denver,CO,,2,4,12014,3114526,1653012,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074615,SKYE LIQUOR,2907 INCA ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-01-20 10:41:29,2017-01-26 00:00:00,354341,2907 N Inca St,,Denver,CO,,9,6,1600,3140976,1701581,{00000000-0000-0000-0000-000000000000}
2010-BFN-1046881,WESTERN INN DINER,4757 N VASQUEZ BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-11-22 06:24:24,2017-11-03 00:00:00,35665,4757 N Vasquez Blvd,,Denver,CO,,9,2,3500,3154746,1710606,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067358,IPIE,900 AURARIA PKWY,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-05 13:19:50,2017-04-16 00:00:00,54262,900 Auraria Pkwy,,Denver,CO,,9,1,1900,3139286,1696887,{00000000-0000-0000-0000-000000000000}
2007-BFN-1024839,PEPSI CENTER,1000 CHOPPER CIRSUITE 200 ,LIQUOR - HOTEL AND RESTAURANT WITH OPTIONAL PREMISES,LICENSE ISSUED - ACTIVE,2016-06-15 14:20:48,2017-07-22 00:00:00,170593,1000 Chopper Cir,,Denver,CO,,9,1,1900,3137671,1697315,{00000000-0000-0000-0000-000000000000}
2011-BFN-1056076,AOBA,1520 BLAKE ST,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-11-29 12:44:37,2017-11-30 00:00:00,53985,1520 Blake St,,Denver,CO,,9,6,1701,3140671,1698371,{00000000-0000-0000-0000-000000000000}
2007-BFN-1029515,7-ELEVEN STORE 21899A,5195 W BYRON PL,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-01-22 09:19:20,2017-02-28 00:00:00,51676,5195 W Byron Pl,,Denver,CO,,1,1,501,3125716,1699579,{00000000-0000-0000-0000-000000000000}
2002-BFN-25813,MCCOYS RESTAURANT,4855 N FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-08 11:47:49,2017-07-04 00:00:00,25513,4855 N Federal Blvd,,Denver,CO,,1,1,101,3133318,1711122,{00000000-0000-0000-0000-000000000000}
2005-BFN-1018614,LEELA EUROPEAN CAFE,820 15TH ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-30 12:22:39,2017-04-09 00:00:00,,,,,,,9,6,1702,3141994,1696736,{00000000-0000-0000-0000-000000000000}
2015-BFN-0001492,FISH HOSTEL,1217 20TH ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-08-17 12:11:50,2017-09-16 00:00:00,478920,1217 20th St,,Denver,CO,,9,6,1600,3142842,1699425,{00000000-0000-0000-0000-000000000000}
2015-BFN-0004011,NOBLE SWINE LLC,3360 LARIMER ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-06-24 00:00:00,2016-06-24 00:00:00,271543,3360 Larimer St,,Denver,CO,,9,2,1600,3147369,1704252,{00000000-0000-0000-0000-000000000000}
2006-BFN-1021839,TEXAS DE BRAZIL CHURRASCARIA,8390 E 49TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-29 16:26:17,2017-09-18 00:00:00,261215,8390 E Northfield Blvd,,Denver,CO,,8,5,4105,3171343,1710526,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074710,REGIS CONVENIENCE STORE,5001 LOWELL BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2015-11-03 13:00:56,2017-08-30 00:00:00,26564,5001 N Lowell Blvd,,Denver,CO,,1,1,101,3130660,1712093,{00000000-0000-0000-0000-000000000000}
2016-BFN-0001329,FISH & BEER DENVER,3510 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-10-31 14:43:26,2017-06-09 00:00:00,40609,3510 Larimer St,,Denver,CO,,9,2,1600,3147878,1704681,{00000000-0000-0000-0000-000000000000}
2001-BFN-4367,DENVER CLUB,518 17TH STUNIT 1900 ,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2015-12-14 11:42:59,2016-12-31 00:00:00,263507,518 17th St Unit 1900,,Denver,CO,,9,6,1702,3143487,1696564,{00000000-0000-0000-0000-000000000000}
2014-BFN-0004807,AMERICAN BONDED,2706 LARIMER UNIT 1 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-01-25 12:02:02,2017-02-10 00:00:00,42893,2706 Larimer St,,Denver,CO,,9,2,1600,3145162,1701925,{00000000-0000-0000-0000-000000000000}
2001-BFN-78889,CHIPOTLE MEXICAN GRILL #9,1600 CALIFORNIA ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-15 12:59:35,2017-05-11 00:00:00,55188,1600 California St,,Denver,CO,,9,6,1702,3142951,1696731,{00000000-0000-0000-0000-000000000000}
2013-BFN-1069177,PINOT'S PALETTE,3420 W 32ND AVEUNIT 101 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2015-12-23 10:59:03,2016-12-19 00:00:00,47006,3420 W 32nd Ave,,Denver,CO,,1,1,303,3131358,1702735,{00000000-0000-0000-0000-000000000000}
2007-BFN-1027809,ROCK BOTTOM RESTAURANT & BREWERY,9100 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-10-10 11:52:34,2017-09-26 00:00:00,221161,9100 Pena Blvd,,Denver,CO,,11,7,8313,3231969,1740241,{00000000-0000-0000-0000-000000000000}
2010-BFN-1050185,GREEN RUSSELL,1422 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-01-25 08:09:28,2017-01-31 00:00:00,189627,1422 Larimer St,,Denver,CO,,9,6,1701,3140850,1697538,{00000000-0000-0000-0000-000000000000}
2009-BFN-1042315,RUM RUNNER LIQUORS,5062 FEDERAL BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-07-29 15:54:34,2017-08-30 00:00:00,188002,5062 N Federal Blvd,,Denver,CO,,1,1,201,3133550,1712475,{00000000-0000-0000-0000-000000000000}
2016-BFN-0002245,MR. TUNA,3033 N BRIGHTON BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-06 15:39:25,2017-06-29 00:00:00,475980,3033 N Brighton Blvd,,Denver,CO,,9,6,1600,3144614,1704070,{00000000-0000-0000-0000-000000000000}
2004-BFN-1008182,CERVANTES MASTERPIECE BALLROOM,2637 WELTON ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-30 12:36:59,2017-03-17 00:00:00,179665,2637 Welton St,,Denver,CO,,9,2,2403,3146524,1700125,{00000000-0000-0000-0000-000000000000}
2013-BFN-1068836,ROCKY TOP TAVERN,4907 LOWELL BLVD,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-03-02 08:49:24,2017-04-09 00:00:00,246430,4907 N Lowell Blvd,,Denver,CO,,1,1,101,3130756,1711468,{00000000-0000-0000-0000-000000000000}
2012-BFN-1062829,SMALL BATCH LIQUORS,4340 TENNYSON ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-01-20 12:27:14,2017-01-23 00:00:00,28856,4340 N Tennyson St,,Denver,CO,,1,1,301,3128263,1707850,{00000000-0000-0000-0000-000000000000}
2008-BFN-1031230,MR. B'S WINE & SPIRITS,2101 MARKET STSUITE A ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-07-19 09:29:12,2017-08-26 00:00:00,43442,2101 Market St,,Denver,CO,,9,6,1600,3142826,1700311,{00000000-0000-0000-0000-000000000000}
2007-BFN-1030686,LA BOHEME,1443 STOUT ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-01-27 12:39:06,2017-03-03 00:00:00,55259,1443 Stout St,,Denver,CO,,9,6,1702,3142027,1696565,{00000000-0000-0000-0000-000000000000}
2015-BFN-0001347,WHIMSY PAINT AND SIP,8246 E NORTHFIELD BLVDSUITE 1425 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-04-22 16:24:38,2017-06-01 00:00:00,251881,8340 E Northfield Blvd,,Denver,CO,,8,5,4105,3171010,1709737,{00000000-0000-0000-0000-000000000000}
